ticket_id,user_id,plan_type,is_churned,channel,status,sentiment,primary_label,secondary_label,tertiary_label,ticket_body,created_at
TKT-94909583,USR-00067,Premium,False,Chat,Resolved,Neutral,Product / Feature,Integration Issue,Third-Party App,The reporting dashboard isn't loading for me at all.,2025-11-14
TKT-AB0EF0CA,USR-00125,Basic,False,Phone,Escalated,Frustrated,Online Ordering,Menu Not Updating,Category Order,A customer said they placed an order but I never received it in my POS.,2026-02-20
TKT-56AC4A63,USR-00119,Basic,False,Email,Resolved,Neutral,Onboarding,Training Request,Reporting Tutorial,I'm trying to connect my POS but I keep getting an error during setup.,2025-12-10
TKT-AEB4BDC9,USR-00073,Standard,False,Chat,Resolved,Frustrated,Product / Feature,Feature Request,Multi-Location,I'm not receiving any notifications when new orders come in.,2026-02-22
TKT-58AA3AD5,USR-00053,Basic,False,Email,Open,Frustrated,Billing,Refund Request,Trial Extension,I was charged twice this month and need a refund right away.,2025-11-17
TKT-8CA5F047,USR-00141,Standard,True,Email,In Progress,Angry,Billing,Duplicate Charge,Subscription Upgrade Flow,My payment failed again even though I updated my card.,2025-11-17
TKT-69F68C6A,USR-00083,Standard,False,Email,Resolved,Angry,Online Ordering,Menu Not Updating,Price Sync,I updated my menu yesterday but the changes aren't showing up on my site.,2025-11-23
TKT-69D22DC1,USR-00134,Premium,False,Email,In Progress,Neutral,Marketing / SEO,Website Not Updating,Content Change,The email campaign I scheduled yesterday never went out.,2026-02-23
TKT-38C5A51F,USR-00194,Basic,True,Phone,In Progress,Neutral,Marketing / SEO,SEO Performance,Review Response,My ranking on Google dropped significantly this month. What happened?,2026-02-22
TKT-733F5D7B,USR-00073,Standard,False,Chat,In Progress,Neutral,Online Ordering,Page Not Loading,Mobile Browser,"My online ordering page is completely broken, customers can't place orders.",2026-01-30
TKT-5258D03A,USR-00096,Standard,False,Phone,Resolved,Neutral,Onboarding,Integration Help,Square Integration,My site still isn't published after completing setup. What's missing?,2026-01-18
TKT-B775A3B6,USR-00025,Basic,False,Chat,Resolved,Angry,Billing,Failed Payment,Credit Card Expired,My payment failed again even though I updated my card.,2026-01-07
TKT-EE9655CD,USR-00076,Standard,True,Phone,Resolved,Neutral,Marketing / SEO,Google Listing Issue,GMB Sync,My business hours on Google are still showing the old times.,2026-02-28
TKT-0C535C9C,USR-00163,Premium,False,Email,Resolved,Frustrated,Online Ordering,Page Not Loading,Checkout Flow,Ordering just stopped working on my site with no warning.,2026-02-27
TKT-9733F3B3,USR-00178,Standard,False,Chat,In Progress,Frustrated,Marketing / SEO,Campaign Not Running,Ad Integration,My website hasn't updated since I made changes two days ago.,2025-11-24
TKT-8A0B72B5,USR-00178,Standard,False,Chat,Resolved,Neutral,Marketing / SEO,Website Not Updating,Content Change,My business hours on Google are still showing the old times.,2025-11-18
TKT-B7F43CBF,USR-00151,Basic,False,Phone,In Progress,Frustrated,Onboarding,Go-Live Issue,Site Not Published,Can someone walk me through how to set up my first email campaign?,2025-09-20
TKT-6EE2EDCB,USR-00153,Standard,True,Phone,Open,Angry,Onboarding,Integration Help,Square Integration,I need help getting my custom domain pointed to my Owner site.,2025-09-30
TKT-227473BA,USR-00102,Basic,False,Phone,Resolved,Frustrated,Marketing / SEO,Website Not Updating,Content Change,The email campaign I scheduled yesterday never went out.,2026-01-09
TKT-EF792543,USR-00099,Premium,True,Phone,Open,Angry,Billing,Failed Payment,Insufficient Funds,I was charged twice this month and need a refund right away.,2026-02-04
TKT-24E9286B,USR-00167,Standard,False,Email,Resolved,Neutral,Billing,Refund Request,Cancellation Refund,Can you send me an invoice for my records? I can't find it in the portal.,2025-11-27
TKT-E0E37151,USR-00056,Basic,True,Phone,In Progress,Neutral,Onboarding,Go-Live Issue,Site Not Published,My site still isn't published after completing setup. What's missing?,2025-11-16
TKT-F0E62B1B,USR-00011,Basic,True,Phone,Escalated,Frustrated,Onboarding,Training Request,Dashboard Walkthrough,I'm trying to connect my POS but I keep getting an error during setup.,2025-10-25
TKT-A511253C,USR-00120,Premium,False,Chat,In Progress,Neutral,Marketing / SEO,Google Listing Issue,GMB Sync,My ranking on Google dropped significantly this month. What happened?,2026-02-18
TKT-916C1A83,USR-00104,Basic,False,Email,Resolved,Neutral,Marketing / SEO,SEO Performance,Review Response,My website hasn't updated since I made changes two days ago.,2025-09-17
TKT-F72D01F3,USR-00164,Premium,True,Email,Resolved,Neutral,Onboarding,Go-Live Issue,Listing Not Live,My site still isn't published after completing setup. What's missing?,2025-11-20
TKT-88FF9966,USR-00039,Basic,False,Email,Resolved,Neutral,Online Ordering,Ordering Disabled,Integration Error,I updated my menu yesterday but the changes aren't showing up on my site.,2025-12-02
TKT-F93F296C,USR-00187,Premium,False,Chat,Resolved,Angry,Account Access,Permissions Error,Admin Role,The two-factor authentication code isn't being sent to my phone.,2025-11-14
TKT-B8E5D6AD,USR-00098,Standard,False,Email,Resolved,Frustrated,Marketing / SEO,Google Listing Issue,Address Incorrect,My website hasn't updated since I made changes two days ago.,2025-10-16
TKT-FA0DC1B6,USR-00160,Standard,False,Phone,Resolved,Frustrated,Marketing / SEO,Google Listing Issue,Hours Not Updating,My website hasn't updated since I made changes two days ago.,2025-10-29
TKT-5B374184,USR-00091,Premium,False,Chat,Resolved,Frustrated,Marketing / SEO,Google Listing Issue,Address Incorrect,My ranking on Google dropped significantly this month. What happened?,2025-12-15
TKT-92D716A2,USR-00194,Basic,True,Phone,Resolved,Frustrated,Product / Feature,Feature Request,Custom Branding,My Square integration stopped syncing orders since the update.,2025-09-30
TKT-0A331A9A,USR-00197,Standard,False,Phone,Resolved,Frustrated,Product / Feature,Feature Request,API Access,I'm not receiving any notifications when new orders come in.,2025-11-30
TKT-BDE48779,USR-00079,Standard,False,Email,Resolved,Neutral,Onboarding,Go-Live Issue,Site Not Published,Can someone walk me through how to set up my first email campaign?,2025-10-29
TKT-A897D1C4,USR-00086,Premium,False,Phone,Resolved,Positive,Billing,Refund Request,Trial Extension,Can you send me an invoice for my records? I can't find it in the portal.,2026-01-23
TKT-49E6BB85,USR-00065,Basic,False,Chat,In Progress,Neutral,Onboarding,Go-Live Issue,Site Not Published,Can someone walk me through how to set up my first email campaign?,2026-02-03
TKT-66745CB8,USR-00004,Basic,False,Email,Resolved,Frustrated,Product / Feature,Performance Issue,Slow Load Time,I've been asking for multi-location support for months. Any update?,2026-02-09
TKT-37319667,USR-00068,Standard,False,Email,Resolved,Frustrated,Onboarding,Integration Help,Clover Integration,My site still isn't published after completing setup. What's missing?,2025-09-30
TKT-65FB10F6,USR-00107,Standard,True,Email,In Progress,Frustrated,Product / Feature,Integration Issue,POS Integration,I'm not receiving any notifications when new orders come in.,2025-12-20
TKT-CD6FD94F,USR-00101,Standard,False,Phone,Resolved,Angry,Billing,Duplicate Charge,Promo Code Applied,I signed up for the annual plan but I'm still being billed monthly.,2026-02-21
TKT-B3F4A8DB,USR-00015,Basic,False,Phone,In Progress,Neutral,Marketing / SEO,SEO Performance,Keyword Targeting,My business hours on Google are still showing the old times.,2026-03-02
TKT-2874B529,USR-00173,Basic,False,Phone,Resolved,Angry,Online Ordering,Ordering Disabled,Setup Incomplete,I updated my menu yesterday but the changes aren't showing up on my site.,2025-12-19
TKT-F2E8DF42,USR-00129,Standard,True,Email,In Progress,Angry,Account Access,Account Setup,New User Invite,The two-factor authentication code isn't being sent to my phone.,2026-01-17
TKT-56F853A2,USR-00185,Standard,True,Email,Resolved,Frustrated,Account Access,Login Issue,SSO Failure,My staff member can't access the dashboard even though I invited them.,2025-09-27
TKT-F64759EC,USR-00194,Basic,True,Email,Escalated,Angry,Product / Feature,Feature Request,Multi-Location,I'm not receiving any notifications when new orders come in.,2025-11-05
TKT-E2B28BEF,USR-00147,Basic,True,Chat,Escalated,Angry,Billing,Duplicate Charge,Promo Code Applied,I signed up for the annual plan but I'm still being billed monthly.,2026-01-23
TKT-D9BC57A8,USR-00009,Standard,False,Phone,Resolved,Neutral,Onboarding,Training Request,Dashboard Walkthrough,I need help getting my custom domain pointed to my Owner site.,2025-11-21
TKT-89397F8A,USR-00040,Basic,True,Phone,Escalated,Angry,Product / Feature,Performance Issue,Slow Load Time,I'm not receiving any notifications when new orders come in.,2025-10-05
TKT-8244BD1E,USR-00001,Standard,True,Phone,Open,Frustrated,Billing,Duplicate Charge,Subscription Upgrade Flow,My payment failed again even though I updated my card.,2026-01-18
TKT-92093BA6,USR-00062,Standard,False,Phone,In Progress,Neutral,Marketing / SEO,Website Not Updating,Image Upload,The email campaign I scheduled yesterday never went out.,2026-02-16
TKT-3F7F18E0,USR-00088,Premium,False,Email,In Progress,Neutral,Onboarding,Training Request,Dashboard Walkthrough,I'm trying to connect my POS but I keep getting an error during setup.,2025-10-03
TKT-C4D1E8D3,USR-00073,Standard,False,Chat,Resolved,Neutral,Marketing / SEO,Website Not Updating,Image Upload,My business hours on Google are still showing the old times.,2025-09-16
TKT-078584F3,USR-00058,Basic,False,Phone,Resolved,Positive,Product / Feature,Performance Issue,Slow Load Time,My Square integration stopped syncing orders since the update.,2025-12-01
TKT-4419AC6E,USR-00156,Standard,False,Email,Resolved,Frustrated,Marketing / SEO,Campaign Not Running,SMS Campaign,The email campaign I scheduled yesterday never went out.,2025-10-24
TKT-3ABABDBE,USR-00191,Basic,True,Phone,Resolved,Angry,Account Access,Login Issue,Password Reset,My staff member can't access the dashboard even though I invited them.,2025-11-16
TKT-0C863550,USR-00164,Premium,True,Email,Open,Frustrated,Account Access,Login Issue,SSO Failure,I'm getting an error when trying to add a new team member.,2025-10-27
TKT-89633C08,USR-00157,Basic,False,Email,Open,Angry,Online Ordering,Menu Not Updating,Item Availability,Ordering just stopped working on my site with no warning.,2025-09-19
TKT-B4129226,USR-00043,Standard,False,Phone,Open,Angry,Account Access,Account Setup,Timezone Setting,My staff member can't access the dashboard even though I invited them.,2025-11-04
TKT-10B96DC6,USR-00108,Standard,True,Phone,In Progress,Frustrated,Online Ordering,Ordering Disabled,Setup Incomplete,Ordering just stopped working on my site with no warning.,2025-12-04
TKT-05834309,USR-00165,Standard,False,Email,Resolved,Neutral,Billing,Duplicate Charge,Promo Code Applied,There's an unexpected charge on my account from last week.,2026-01-16
TKT-1EC8CA6D,USR-00081,Premium,False,Chat,Resolved,Angry,Onboarding,Training Request,Dashboard Walkthrough,I need help getting my custom domain pointed to my Owner site.,2026-01-11
TKT-63A7A903,USR-00096,Standard,False,Phone,Resolved,Frustrated,Onboarding,Go-Live Issue,Listing Not Live,How do I import my existing menu? I can't figure out the format.,2026-02-08
TKT-9E2AD631,USR-00176,Premium,False,Phone,In Progress,Neutral,Billing,Invoice Question,Tax Documentation,I was charged twice this month and need a refund right away.,2025-09-23
TKT-0565F8A0,USR-00088,Premium,False,Email,Resolved,Positive,Marketing / SEO,Google Listing Issue,GMB Sync,My ranking on Google dropped significantly this month. What happened?,2025-11-28
TKT-A3719C85,USR-00154,Basic,True,Email,Resolved,Frustrated,Online Ordering,Page Not Loading,Mobile Browser,A customer said they placed an order but I never received it in my POS.,2025-10-22
TKT-96735DCE,USR-00182,Basic,False,Phone,Resolved,Angry,Billing,Invoice Question,Monthly Summary,I was charged twice this month and need a refund right away.,2025-11-08
TKT-4798A283,USR-00166,Basic,False,Chat,Escalated,Frustrated,Product / Feature,Feature Request,Multi-Location,I'm not receiving any notifications when new orders come in.,2025-10-13
TKT-0DCFD5AC,USR-00181,Premium,False,Chat,Resolved,Neutral,Onboarding,Setup Confusion,Menu Import,Can someone walk me through how to set up my first email campaign?,2025-12-23
TKT-F3175677,USR-00019,Basic,True,Email,Resolved,Frustrated,Product / Feature,Feature Request,API Access,My Square integration stopped syncing orders since the update.,2025-12-29
TKT-EB63BB13,USR-00173,Basic,False,Phone,In Progress,Angry,Online Ordering,Menu Not Updating,Category Order,I updated my menu yesterday but the changes aren't showing up on my site.,2026-01-08
TKT-EFFA9EAC,USR-00067,Premium,False,Phone,In Progress,Neutral,Marketing / SEO,SEO Performance,Ranking Drop,My ranking on Google dropped significantly this month. What happened?,2025-09-30
TKT-8AE9544C,USR-00165,Standard,False,Phone,Resolved,Frustrated,Product / Feature,Feature Request,Custom Branding,"Everything is really slow today, pages take forever to load.",2026-01-20
TKT-21FC8E2B,USR-00128,Basic,False,Phone,Resolved,Angry,Online Ordering,Ordering Disabled,Account Suspension,The checkout page keeps throwing an error on mobile devices.,2026-02-23
TKT-2791371E,USR-00165,Standard,False,Chat,Resolved,Positive,Onboarding,Training Request,Reporting Tutorial,How do I import my existing menu? I can't figure out the format.,2026-01-04
TKT-48AC0489,USR-00099,Premium,True,Phone,Escalated,Neutral,Onboarding,Training Request,Reporting Tutorial,Can someone walk me through how to set up my first email campaign?,2025-09-17
TKT-997904A1,USR-00085,Basic,True,Email,Resolved,Positive,Online Ordering,Order Not Received,Notification Failure,The checkout page keeps throwing an error on mobile devices.,2026-03-05
TKT-5DED5857,USR-00041,Standard,False,Chat,In Progress,Neutral,Billing,Refund Request,Trial Extension,My payment failed again even though I updated my card.,2025-11-23
TKT-9FF45FAF,USR-00044,Premium,True,Email,Escalated,Neutral,Marketing / SEO,Website Not Updating,Domain Issue,My Google listing is showing the wrong address. I need this fixed ASAP.,2025-10-22
TKT-B1D269D0,USR-00149,Basic,False,Chat,Resolved,Neutral,Onboarding,Go-Live Issue,Listing Not Live,Can someone walk me through how to set up my first email campaign?,2025-10-27
TKT-DFD63664,USR-00089,Premium,False,Email,Resolved,Frustrated,Online Ordering,Ordering Disabled,Account Suspension,Ordering just stopped working on my site with no warning.,2026-02-16
TKT-50B7C6BD,USR-00021,Basic,False,Chat,In Progress,Positive,Onboarding,Setup Confusion,POS Connection,My site still isn't published after completing setup. What's missing?,2026-01-02
TKT-5C1E81A4,USR-00199,Standard,False,Phone,Resolved,Frustrated,Account Access,Account Setup,Timezone Setting,I can't log in. It says my password is wrong but I just reset it.,2026-02-25
TKT-EE345423,USR-00132,Basic,False,Phone,In Progress,Neutral,Onboarding,Integration Help,Toast Integration,I'm trying to connect my POS but I keep getting an error during setup.,2025-10-17
TKT-A0E70524,USR-00021,Basic,False,Email,In Progress,Angry,Online Ordering,Page Not Loading,Mobile Browser,"My online ordering page is completely broken, customers can't place orders.",2026-03-04
TKT-37369B29,USR-00116,Basic,True,Chat,In Progress,Frustrated,Product / Feature,Integration Issue,Payment Gateway,I'm not receiving any notifications when new orders come in.,2026-03-03
TKT-6A145134,USR-00112,Standard,False,Chat,In Progress,Neutral,Account Access,Login Issue,SSO Failure,I can't log in. It says my password is wrong but I just reset it.,2026-02-07
TKT-5288C7D7,USR-00098,Standard,False,Email,Resolved,Positive,Product / Feature,Integration Issue,Payment Gateway,I've been asking for multi-location support for months. Any update?,2026-01-12
TKT-B00664EE,USR-00091,Premium,False,Email,Resolved,Frustrated,Marketing / SEO,SEO Performance,Ranking Drop,The email campaign I scheduled yesterday never went out.,2026-02-03
TKT-B81A92DB,USR-00032,Basic,True,Phone,In Progress,Angry,Product / Feature,Feature Not Working,Reporting,The reporting dashboard isn't loading for me at all.,2026-01-04
TKT-186EFF06,USR-00013,Standard,False,Email,Resolved,Neutral,Marketing / SEO,Google Listing Issue,GMB Sync,My ranking on Google dropped significantly this month. What happened?,2026-01-29
TKT-70AC406D,USR-00109,Basic,False,Email,In Progress,Frustrated,Account Access,Account Locked,Too Many Attempts,The two-factor authentication code isn't being sent to my phone.,2025-10-28
TKT-3E77C37C,USR-00143,Premium,False,Email,Open,Angry,Onboarding,Integration Help,Clover Integration,My site still isn't published after completing setup. What's missing?,2025-11-04
TKT-F394A0C6,USR-00056,Basic,True,Chat,Resolved,Angry,Online Ordering,Order Not Received,POS Sync,Ordering just stopped working on my site with no warning.,2025-12-02
TKT-B5CCA8C3,USR-00175,Basic,False,Chat,Resolved,Neutral,Onboarding,Training Request,Campaign Setup,My site still isn't published after completing setup. What's missing?,2025-12-07
TKT-85B2E36B,USR-00179,Basic,True,Phone,Resolved,Frustrated,Online Ordering,Order Not Received,Third-Party Integration,The checkout page keeps throwing an error on mobile devices.,2025-10-04
TKT-48286A90,USR-00087,Basic,False,Phone,Resolved,Neutral,Onboarding,Setup Confusion,POS Connection,My site still isn't published after completing setup. What's missing?,2025-09-27
TKT-2B1C7BF0,USR-00052,Standard,True,Email,Resolved,Frustrated,Online Ordering,Menu Not Updating,Item Availability,I updated my menu yesterday but the changes aren't showing up on my site.,2025-09-23
TKT-F7E36854,USR-00057,Standard,False,Chat,Resolved,Frustrated,Online Ordering,Menu Not Updating,Price Sync,"My online ordering page is completely broken, customers can't place orders.",2026-02-11
TKT-58BF5225,USR-00129,Standard,True,Email,Resolved,Frustrated,Marketing / SEO,Campaign Not Running,Ad Integration,The email campaign I scheduled yesterday never went out.,2026-01-07
TKT-4AF52116,USR-00038,Premium,False,Phone,Escalated,Frustrated,Product / Feature,Feature Not Working,Reporting,I've been asking for multi-location support for months. Any update?,2026-02-18
TKT-EAAE7E4B,USR-00185,Standard,True,Chat,Open,Frustrated,Onboarding,Go-Live Issue,Listing Not Live,Can someone walk me through how to set up my first email campaign?,2026-01-12
TKT-3F33ECFB,USR-00029,Premium,True,Chat,Resolved,Angry,Product / Feature,Integration Issue,Payment Gateway,I'm not receiving any notifications when new orders come in.,2026-02-22
TKT-11CCC72D,USR-00100,Basic,False,Chat,Resolved,Frustrated,Onboarding,Go-Live Issue,Ordering Not Active,I need help getting my custom domain pointed to my Owner site.,2025-12-03
TKT-0F9DD72A,USR-00091,Premium,False,Chat,Resolved,Frustrated,Online Ordering,Page Not Loading,Checkout Flow,The checkout page keeps throwing an error on mobile devices.,2026-02-18
TKT-F98C5C8C,USR-00180,Basic,True,Email,In Progress,Frustrated,Product / Feature,Performance Issue,Timeout Error,"Everything is really slow today, pages take forever to load.",2026-01-31
TKT-329CA27B,USR-00012,Premium,False,Phone,Escalated,Positive,Marketing / SEO,Campaign Not Running,SMS Campaign,My Google listing is showing the wrong address. I need this fixed ASAP.,2026-02-12
TKT-213BB604,USR-00196,Basic,False,Chat,Escalated,Angry,Online Ordering,Order Not Received,Third-Party Integration,"My online ordering page is completely broken, customers can't place orders.",2025-12-22
TKT-11782DE6,USR-00013,Standard,False,Email,Resolved,Frustrated,Marketing / SEO,SEO Performance,Keyword Targeting,My website hasn't updated since I made changes two days ago.,2026-01-01
TKT-739A9A95,USR-00107,Standard,True,Phone,Resolved,Frustrated,Billing,Duplicate Charge,Payment Method Update,There's an unexpected charge on my account from last week.,2025-11-23
TKT-E1AE65FF,USR-00019,Basic,True,Email,Resolved,Angry,Online Ordering,Menu Not Updating,Category Order,"My online ordering page is completely broken, customers can't place orders.",2026-01-12
TKT-6FE8B365,USR-00047,Premium,False,Phone,Resolved,Angry,Account Access,Permissions Error,Admin Role,The two-factor authentication code isn't being sent to my phone.,2025-09-26
TKT-7E460DFC,USR-00059,Basic,True,Email,Resolved,Frustrated,Product / Feature,Feature Not Working,Dashboard,My Square integration stopped syncing orders since the update.,2025-10-13
TKT-A83795CC,USR-00017,Standard,False,Phone,In Progress,Frustrated,Account Access,Account Locked,Billing Hold,I'm getting an error when trying to add a new team member.,2026-02-05
TKT-3C436B7C,USR-00067,Premium,False,Email,Resolved,Frustrated,Product / Feature,Performance Issue,Slow Load Time,I'm not receiving any notifications when new orders come in.,2026-02-04
TKT-6EA00C82,USR-00174,Basic,True,Chat,Resolved,Neutral,Onboarding,Setup Confusion,Domain Setup,How do I import my existing menu? I can't figure out the format.,2026-01-03
TKT-6BFE6D79,USR-00085,Basic,True,Chat,In Progress,Angry,Online Ordering,Order Not Received,Third-Party Integration,I updated my menu yesterday but the changes aren't showing up on my site.,2025-10-22
TKT-CAC37420,USR-00171,Premium,True,Chat,Resolved,Frustrated,Account Access,Login Issue,Password Reset,My account got locked and I don't know why.,2025-10-13
TKT-0C3B8012,USR-00077,Basic,False,Email,Resolved,Angry,Online Ordering,Ordering Disabled,Integration Error,A customer said they placed an order but I never received it in my POS.,2025-12-24
TKT-D84FF0F3,USR-00003,Premium,False,Chat,In Progress,Frustrated,Online Ordering,Page Not Loading,Menu Display,A customer said they placed an order but I never received it in my POS.,2025-12-09
TKT-1BF06F3E,USR-00187,Premium,False,Chat,Escalated,Neutral,Marketing / SEO,Website Not Updating,Domain Issue,My business hours on Google are still showing the old times.,2025-10-20
TKT-FCA685F7,USR-00187,Premium,False,Chat,Resolved,Frustrated,Marketing / SEO,SEO Performance,Review Response,The email campaign I scheduled yesterday never went out.,2025-10-16
TKT-0F934FF0,USR-00026,Standard,True,Phone,Resolved,Neutral,Product / Feature,Performance Issue,Timeout Error,I'm not receiving any notifications when new orders come in.,2025-12-21
TKT-39B0E75D,USR-00138,Basic,False,Chat,Resolved,Frustrated,Marketing / SEO,Campaign Not Running,Ad Integration,My Google listing is showing the wrong address. I need this fixed ASAP.,2025-09-11
TKT-8FE5D904,USR-00125,Basic,False,Chat,In Progress,Angry,Billing,Duplicate Charge,Payment Method Update,There's an unexpected charge on my account from last week.,2025-09-23
TKT-9818912F,USR-00142,Standard,False,Phone,Resolved,Frustrated,Billing,Failed Payment,Bank Decline,Can you send me an invoice for my records? I can't find it in the portal.,2026-02-13
TKT-710809DF,USR-00152,Basic,False,Phone,Resolved,Angry,Account Access,Account Setup,New User Invite,My account got locked and I don't know why.,2026-01-18
TKT-F9848AC5,USR-00183,Standard,False,Chat,In Progress,Neutral,Account Access,Account Setup,New User Invite,The two-factor authentication code isn't being sent to my phone.,2025-11-10
TKT-F3C45EC9,USR-00069,Basic,True,Phone,Resolved,Angry,Product / Feature,Integration Issue,POS Integration,I've been asking for multi-location support for months. Any update?,2026-01-20
TKT-BFE790FE,USR-00074,Standard,False,Phone,In Progress,Angry,Online Ordering,Menu Not Updating,Category Order,A customer said they placed an order but I never received it in my POS.,2026-02-10
TKT-40138EA7,USR-00156,Standard,False,Phone,In Progress,Angry,Online Ordering,Menu Not Updating,Category Order,The checkout page keeps throwing an error on mobile devices.,2025-09-28
TKT-9764BC8B,USR-00188,Premium,False,Phone,Resolved,Positive,Onboarding,Setup Confusion,Menu Import,How do I import my existing menu? I can't figure out the format.,2026-02-23
TKT-5F51D5D7,USR-00003,Premium,False,Email,Resolved,Positive,Account Access,Permissions Error,Read-Only Mode,I can't log in. It says my password is wrong but I just reset it.,2026-02-17
TKT-5BAEEF92,USR-00170,Premium,False,Phone,Resolved,Neutral,Marketing / SEO,Website Not Updating,Image Upload,My Google listing is showing the wrong address. I need this fixed ASAP.,2026-02-18
TKT-D0F9D692,USR-00158,Premium,False,Phone,Open,Neutral,Marketing / SEO,SEO Performance,Ranking Drop,My website hasn't updated since I made changes two days ago.,2026-01-19
TKT-D49501EB,USR-00158,Premium,False,Email,Resolved,Neutral,Product / Feature,Feature Not Working,Notifications,The reporting dashboard isn't loading for me at all.,2025-11-05
TKT-D8E65557,USR-00144,Basic,False,Phone,Open,Positive,Billing,Duplicate Charge,Payment Method Update,I signed up for the annual plan but I'm still being billed monthly.,2026-02-14
TKT-A25095FD,USR-00004,Basic,False,Chat,Resolved,Frustrated,Online Ordering,Menu Not Updating,Category Order,The checkout page keeps throwing an error on mobile devices.,2025-11-10
TKT-E0152405,USR-00079,Standard,False,Chat,Open,Angry,Account Access,Permissions Error,Staff Access,My account got locked and I don't know why.,2026-01-16
TKT-FCDB9998,USR-00002,Standard,False,Chat,Resolved,Frustrated,Online Ordering,Order Not Received,Third-Party Integration,"My online ordering page is completely broken, customers can't place orders.",2025-10-06
TKT-5EAB161B,USR-00065,Basic,False,Phone,Escalated,Angry,Billing,Invoice Question,Monthly Summary,I signed up for the annual plan but I'm still being billed monthly.,2025-12-18
TKT-3057A470,USR-00044,Premium,True,Email,Escalated,Neutral,Onboarding,Training Request,Dashboard Walkthrough,My site still isn't published after completing setup. What's missing?,2025-11-13
TKT-EAFE905F,USR-00040,Basic,True,Phone,In Progress,Frustrated,Online Ordering,Ordering Disabled,Integration Error,A customer said they placed an order but I never received it in my POS.,2025-09-22
TKT-1CFB97C4,USR-00058,Basic,False,Email,Resolved,Frustrated,Billing,Refund Request,Cancellation Refund,I was charged twice this month and need a refund right away.,2025-09-24
TKT-F5F97429,USR-00088,Premium,False,Chat,Resolved,Frustrated,Billing,Refund Request,Cancellation Refund,There's an unexpected charge on my account from last week.,2025-10-22
TKT-6FD9E370,USR-00141,Standard,True,Chat,In Progress,Frustrated,Billing,Duplicate Charge,Payment Method Update,My payment failed again even though I updated my card.,2026-02-25
TKT-4A4C682B,USR-00093,Premium,True,Phone,Resolved,Neutral,Onboarding,Integration Help,Toast Integration,How do I import my existing menu? I can't figure out the format.,2025-11-01
TKT-24F77ACA,USR-00093,Premium,True,Email,In Progress,Neutral,Billing,Invoice Question,Annual Billing,I signed up for the annual plan but I'm still being billed monthly.,2025-10-30
TKT-CD938EF2,USR-00129,Standard,True,Chat,Resolved,Frustrated,Online Ordering,Menu Not Updating,Category Order,I updated my menu yesterday but the changes aren't showing up on my site.,2025-10-29
TKT-DC8D90E4,USR-00018,Basic,False,Chat,Resolved,Frustrated,Marketing / SEO,Website Not Updating,Image Upload,My business hours on Google are still showing the old times.,2025-11-16
TKT-E9F3D911,USR-00057,Standard,False,Chat,Resolved,Frustrated,Onboarding,Setup Confusion,Domain Setup,I'm trying to connect my POS but I keep getting an error during setup.,2025-10-29
TKT-A8D5DAEE,USR-00047,Premium,False,Phone,Escalated,Frustrated,Account Access,Account Locked,Billing Hold,I can't log in. It says my password is wrong but I just reset it.,2025-11-21
TKT-62CFD9D2,USR-00052,Standard,True,Phone,Resolved,Frustrated,Billing,Failed Payment,Bank Decline,I signed up for the annual plan but I'm still being billed monthly.,2025-11-15
TKT-FD9B8528,USR-00048,Premium,False,Email,Open,Angry,Online Ordering,Ordering Disabled,Account Suspension,I updated my menu yesterday but the changes aren't showing up on my site.,2025-10-25
TKT-0819ECE5,USR-00177,Premium,False,Email,Open,Neutral,Online Ordering,Order Not Received,Notification Failure,I updated my menu yesterday but the changes aren't showing up on my site.,2025-09-21
TKT-A898291F,USR-00101,Standard,False,Phone,Resolved,Frustrated,Marketing / SEO,Website Not Updating,Domain Issue,The email campaign I scheduled yesterday never went out.,2026-02-26
TKT-1B71CD55,USR-00054,Premium,False,Email,Escalated,Frustrated,Onboarding,Integration Help,Toast Integration,I'm trying to connect my POS but I keep getting an error during setup.,2025-12-20
TKT-412027DD,USR-00014,Basic,False,Phone,Open,Frustrated,Online Ordering,Order Not Received,Notification Failure,I updated my menu yesterday but the changes aren't showing up on my site.,2026-02-28
TKT-BF6C3A35,USR-00116,Basic,True,Chat,Resolved,Positive,Marketing / SEO,Website Not Updating,Content Change,My ranking on Google dropped significantly this month. What happened?,2025-10-11
TKT-E8F1F1E9,USR-00172,Premium,False,Email,Resolved,Positive,Billing,Invoice Question,Annual Billing,I was charged twice this month and need a refund right away.,2026-02-12
TKT-493F2D49,USR-00116,Basic,True,Chat,Resolved,Angry,Account Access,Permissions Error,Read-Only Mode,The two-factor authentication code isn't being sent to my phone.,2025-12-08
TKT-7198EDEB,USR-00052,Standard,True,Email,In Progress,Frustrated,Product / Feature,Feature Not Working,Notifications,"Everything is really slow today, pages take forever to load.",2026-01-25
TKT-D3F0D74F,USR-00190,Basic,False,Phone,Resolved,Positive,Product / Feature,Feature Request,Custom Branding,"Everything is really slow today, pages take forever to load.",2025-10-20
TKT-30E4F844,USR-00162,Standard,False,Email,Resolved,Frustrated,Onboarding,Go-Live Issue,Ordering Not Active,Can someone walk me through how to set up my first email campaign?,2025-12-03
TKT-DB2ACAE6,USR-00116,Basic,True,Email,In Progress,Positive,Product / Feature,Performance Issue,Slow Load Time,My Square integration stopped syncing orders since the update.,2026-01-12
